recency,history_segment,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,ite
9,2) $100 - $200,173.34,0,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.005707795543208053
2,"7) $1,000 +",1460.65,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.008642907127267818
6,2) $100 - $200,105.04,0,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.0067631644817464755
3,3) $200 - $350,314.55,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.0053350435749140645
8,4) $350 - $500,486.25,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.00662756977116087
6,3) $200 - $350,259.77,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.005368412828670488
6,1) $0 - $100,67.41,0,1,0,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.0033279609489126117
9,1) $0 - $100,49.05,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.003014203226783091
4,1) $0 - $100,29.99,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.004902308743729524
10,2) $100 - $200,106.04,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005316137345730834
11,3) $200 - $350,231.97,0,1,0,No E-Mail,1,0,0.0,0,False,True,False,False,0.00785226227755357
1,2) $100 - $200,118.85,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004570257579599438
1,1) $0 - $100,70.09,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.002443187719765097
2,1) $0 - $100,29.99,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.004727969009626269
5,4) $350 - $500,372.99,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0018441590838158494
10,3) $200 - $350,266.89,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.0030231994325569966
5,1) $0 - $100,82.55,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.004746552688691527
9,3) $200 - $350,334.43,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0042138638944887175
3,2) $100 - $200,125.54,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.006563505408720531
4,5) $500 - $750,655.27,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.011785910842391677
3,2) $100 - $200,172.31,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.002925935306811768
10,1) $0 - $100,29.99,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.005023823304024934
12,1) $0 - $100,31.13,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.003284510082898689
4,4) $350 - $500,371.93,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0017537910918951154
3,2) $100 - $200,188.45,1,0,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.0014516848867669788
5,2) $100 - $200,143.23,1,0,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.0011509504329424475
4,3) $200 - $350,334.27,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.005481710632926798
4,1) $0 - $100,61.12,0,1,0,Womens E-Mail,1,0,0.0,1,False,True,True,False,0.003134643662520038
6,2) $100 - $200,113.83,0,1,0,Womens E-Mail,1,0,0.0,1,True,False,True,False,0.0031293737072158423
3,4) $350 - $500,377.15,1,0,0,No E-Mail,0,0,0.0,0,False,False,True,False,0.0009469519884060221
7,3) $200 - $350,301.43,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005644138705118055
10,2) $100 - $200,114.4,1,0,1,Mens E-Mail,1,0,0.0,1,False,True,False,True,0.0054987688542836675
3,1) $0 - $100,74.46,1,0,0,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.001107765779380754
2,4) $350 - $500,476.1,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0018937425536548571
9,1) $0 - $100,29.99,0,1,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.0031379297338180357
2,"6) $750 - $1,000",782.25,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,True,0.01199468233081586
6,2) $100 - $200,104.88,1,0,0,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.002984001926906443
2,2) $100 - $200,195.45,1,0,0,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.002173162616204165
5,"6) $750 - $1,000",757.11,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.006046348452147875
8,5) $500 - $750,697.96,0,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.009721354844357544
6,2) $100 - $200,198.11,0,1,0,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.003722295779471253
6,3) $200 - $350,322.17,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0021166409572585232
1,2) $100 - $200,164.24,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.006505927403328977
3,2) $100 - $200,114.54,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0050073709236308946
4,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0048394450758873185
10,3) $200 - $350,284.38,1,0,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.004212891627779948
8,1) $0 - $100,60.71,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004823800104289107
2,2) $100 - $200,111.14,0,1,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0031112192170513913
10,1) $0 - $100,29.99,0,1,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0035637405750418125
7,4) $350 - $500,424.87,1,0,0,No E-Mail,0,0,0.0,0,False,True,False,False,0.0061056250776902335
1,"7) $1,000 +",1219.09,0,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.008953095720061116
2,4) $350 - $500,401.56,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.005447527818190908
10,3) $200 - $350,330.48,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.006331936004452193
6,3) $200 - $350,244.53,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0071840196119272335
7,1) $0 - $100,73.06,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.001113580334908749
2,1) $0 - $100,46.04,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.0065751171506581
2,"6) $750 - $1,000",756.88,1,1,1,No E-Mail,1,0,0.0,0,False,True,True,False,0.010056551159885158
8,5) $500 - $750,629.77,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01058967833514866
8,2) $100 - $200,194.71,1,0,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.0019064212613464425
5,1) $0 - $100,48.49,0,1,0,No E-Mail,0,0,0.0,0,False,False,True,False,0.002109648103005878
10,1) $0 - $100,50.49,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005148537499996078
3,2) $100 - $200,109.71,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.005780326239740913
3,1) $0 - $100,29.99,1,0,1,No E-Mail,0,0,0.0,0,False,False,True,False,0.0016982596259397316
3,5) $500 - $750,664.5,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.006209644933858839
3,1) $0 - $100,48.16,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.006330042293275789
7,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0033022309738869296
7,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.005163818344884407
2,1) $0 - $100,66.11,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.0055616108592053
1,3) $200 - $350,265.54,1,0,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.003371520680415339
2,4) $350 - $500,370.56,1,1,0,No E-Mail,0,0,0.0,0,False,True,False,False,0.010684219989836156
6,3) $200 - $350,315.63,1,1,0,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.010528529239474298
2,2) $100 - $200,102.48,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0011051350244351186
4,"6) $750 - $1,000",915.81,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.010765368871599335
3,3) $200 - $350,217.53,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.01210840691030787
1,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.004302158168402491
1,2) $100 - $200,103.39,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.001020710717412629
12,2) $100 - $200,115.15,0,1,0,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.005856603825286952
5,1) $0 - $100,49.04,0,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.00498409067761486
2,4) $350 - $500,430.04,1,1,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.006933077867257151
1,1) $0 - $100,29.99,0,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.004577935474732436
9,3) $200 - $350,289.52,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.005719681123085659
5,1) $0 - $100,29.99,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.002670881520753539
9,2) $100 - $200,164.34,1,0,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.001563320859627099
4,3) $200 - $350,310.89,1,1,0,No E-Mail,1,1,328.36,0,False,False,False,False,0.009604469963559712
11,3) $200 - $350,253.51,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.006124016098779449
3,3) $200 - $350,240.97,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.011840486735128027
9,1) $0 - $100,43.83,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0029984539703522104
2,1) $0 - $100,54.48,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0018662109244603768
10,3) $200 - $350,285.14,1,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.008991982871416513
1,1) $0 - $100,29.99,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004302158168402491
2,1) $0 - $100,57.9,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.00295058886985214
8,2) $100 - $200,154.74,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.00528873032967047
12,3) $200 - $350,230.14,1,0,0,No E-Mail,0,0,0.0,0,False,False,False,True,0.003149524448710338
11,4) $350 - $500,392.01,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.004404519623688999
7,1) $0 - $100,82.12,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.0030025026222402842
1,"6) $750 - $1,000",899.81,1,0,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.008814270545831237
2,1) $0 - $100,56.62,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.004808314354215225
1,1) $0 - $100,60.08,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.002350122891602372
10,1) $0 - $100,29.99,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.0023084486953011255
4,2) $100 - $200,138.74,0,1,1,No E-Mail,0,0,0.0,0,False,False,False,True,0.0059550824888209815
2,1) $0 - $100,70.45,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0010084973456073198
1,2) $100 - $200,154.73,1,0,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.0030371959476364315
5,1) $0 - $100,37.82,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.006811826198582745
9,1) $0 - $100,62.0,1,0,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.0034547792999813365
3,1) $0 - $100,49.73,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.003619404529876976
2,1) $0 - $100,30.39,1,0,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.0026863560655018474
8,1) $0 - $100,45.44,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.007096326093607994
2,3) $200 - $350,346.99,1,0,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0007687864175315276
1,"7) $1,000 +",1466.51,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.015363722427519327
5,5) $500 - $750,642.23,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.010365761786700439
11,4) $350 - $500,352.72,1,0,0,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.003432190568880426
2,3) $200 - $350,215.38,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.010284379458598742
12,1) $0 - $100,29.99,0,1,0,Womens E-Mail,0,0,0.0,1,False,False,True,False,0.002664020842104572
10,3) $200 - $350,339.64,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.007819655359662683
2,"7) $1,000 +",1332.22,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.011847379304236126
11,2) $100 - $200,172.39,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.004080545330169574
11,3) $200 - $350,242.71,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.007614377827127095
6,3) $200 - $350,306.39,1,1,0,Mens E-Mail,0,0,0.0,1,False,False,False,False,0.009765232752463932
5,2) $100 - $200,103.07,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0028913711107858694
9,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.006798240807970785
8,5) $500 - $750,512.63,0,1,1,No E-Mail,1,0,0.0,0,False,True,False,True,0.008505884544171817
8,1) $0 - $100,35.49,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.00706630595922346
6,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0032150611068353014
2,3) $200 - $350,235.56,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0015066505504545834
5,3) $200 - $350,229.34,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.00698266713087755
2,4) $350 - $500,354.23,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.005367592193528596
4,2) $100 - $200,167.94,1,0,0,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.0022645019586573197
9,1) $0 - $100,78.99,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.005485995926710489
7,3) $200 - $350,211.23,1,0,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.0015304528944977895
2,3) $200 - $350,279.26,1,1,0,No E-Mail,0,0,0.0,0,False,True,False,False,0.0104087588572424
2,3) $200 - $350,225.75,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.0033386401809181645
6,2) $100 - $200,126.02,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005027739514208039
5,3) $200 - $350,258.75,0,1,0,No E-Mail,1,0,0.0,0,False,True,True,False,0.003818082791723957
1,4) $350 - $500,370.88,1,0,0,No E-Mail,0,0,0.0,0,False,False,True,False,0.0007536950439921111
9,1) $0 - $100,81.25,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005154173596127188
10,1) $0 - $100,34.49,0,1,0,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.0051002639170661754
1,"6) $750 - $1,000",931.25,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.007178757314337204
5,3) $200 - $350,333.99,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005568035712277152
5,3) $200 - $350,228.51,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.005249792116811769
1,2) $100 - $200,171.36,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.004547453031877321
10,1) $0 - $100,76.32,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0013849256785856
1,"6) $750 - $1,000",898.17,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013648984419870521
1,2) $100 - $200,186.45,1,0,0,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.002794257351622814
5,2) $100 - $200,144.12,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.004932315470003657
1,2) $100 - $200,149.23,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.0026819609293321283
9,3) $200 - $350,223.1,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.005920790053962255
6,2) $100 - $200,139.88,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.004271274344710514
10,2) $100 - $200,115.01,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.003481613352163433
1,1) $0 - $100,40.43,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,False,True,0.0035982381883959066
9,3) $200 - $350,235.51,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0036396351616946494
1,1) $0 - $100,50.36,1,0,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.0023207966899724554
3,2) $100 - $200,126.84,1,0,0,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.0012658014214975235
10,1) $0 - $100,61.79,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.005340039279412281
1,2) $100 - $200,158.09,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.006487372244890296
1,2) $100 - $200,106.34,0,1,0,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.0030095672751207924
2,3) $200 - $350,220.3,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.003101924762418502
11,1) $0 - $100,86.92,0,1,0,No E-Mail,1,0,0.0,0,True,False,False,True,0.005345620281181228
3,3) $200 - $350,303.84,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.012368812719225363
10,2) $100 - $200,128.76,0,1,0,No E-Mail,1,0,0.0,0,True,False,False,True,0.005384685833491296
1,5) $500 - $750,547.69,1,1,1,No E-Mail,1,0,0.0,0,False,False,False,False,0.01185613309292266
11,2) $100 - $200,185.6,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.005981988578073551
2,2) $100 - $200,184.69,1,0,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.0028132534567099463
9,3) $200 - $350,265.15,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.004186071693102429
10,1) $0 - $100,48.47,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004961210547450987
4,2) $100 - $200,155.31,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.006740494311011108
9,4) $350 - $500,388.58,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0034844127473768
1,2) $100 - $200,131.06,1,0,0,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.002627140241717357
8,2) $100 - $200,165.12,1,0,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.0036787326749129308
2,1) $0 - $100,76.53,1,0,0,Womens E-Mail,1,0,0.0,1,False,False,False,True,0.001814369211077664
3,5) $500 - $750,696.6,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.008286449925467418
10,4) $350 - $500,387.8,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.006504876115298568
2,5) $500 - $750,522.03,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0038310416108082814
2,3) $200 - $350,240.71,1,0,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.001522188609960146
12,1) $0 - $100,29.99,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.005536804012300341
10,1) $0 - $100,65.07,1,0,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.0034883479929154327
11,3) $200 - $350,331.6,1,0,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.004041024264439095
3,5) $500 - $750,550.55,0,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.0078458026262854
11,1) $0 - $100,29.99,1,0,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.0035325416972354553
1,3) $200 - $350,294.84,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.003121280704983573
1,4) $350 - $500,350.47,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.0032891219186329786
11,2) $100 - $200,100.18,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.005385627013034385
10,2) $100 - $200,138.75,1,0,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.0026365883752671395
10,1) $0 - $100,34.15,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.005375015409758859
10,1) $0 - $100,64.86,0,1,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0036689468148396686
1,1) $0 - $100,62.28,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0028766338961275727
6,2) $100 - $200,181.99,0,1,0,Womens E-Mail,1,0,0.0,1,False,False,False,True,0.004461188048626359
12,1) $0 - $100,31.37,0,1,1,Womens E-Mail,1,0,0.0,1,False,False,False,True,0.006328495512785025
6,1) $0 - $100,29.99,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.0027580513878051674
10,1) $0 - $100,29.99,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.00542532794603929
8,1) $0 - $100,64.36,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004834812515394992
9,1) $0 - $100,49.91,0,1,0,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.004324199222694895
7,3) $200 - $350,342.39,1,1,0,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.008966065852024892
5,"7) $1,000 +",1036.16,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.01268362254790682
12,3) $200 - $350,237.34,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.004363675772927275
3,"6) $750 - $1,000",953.18,1,0,1,Mens E-Mail,0,0,0.0,1,False,False,False,False,0.008075573382954553
10,1) $0 - $100,54.58,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.0035195622929492217
1,"6) $750 - $1,000",825.66,1,0,1,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.00578612237094868
12,3) $200 - $350,276.42,1,0,1,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.004300351586533371
10,3) $200 - $350,300.29,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.002399306300808392
7,4) $350 - $500,389.2,1,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.00944593722725634
7,2) $100 - $200,126.82,1,0,0,No E-Mail,1,0,0.0,0,False,True,False,True,0.0034760079187228492
2,1) $0 - $100,29.99,0,1,0,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.004389328035454119
4,1) $0 - $100,43.09,0,1,0,No E-Mail,0,0,0.0,0,False,True,True,False,0.0030802453687559044
3,"6) $750 - $1,000",859.16,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01370562712459281
2,5) $500 - $750,678.04,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.009818683079998062
9,2) $100 - $200,106.1,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.00358783336293188
4,2) $100 - $200,175.1,1,0,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.00115993550888932
5,4) $350 - $500,491.18,1,0,0,Mens E-Mail,1,0,0.0,1,False,False,False,False,0.005057289706801598
2,1) $0 - $100,65.16,0,1,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.004432575737089705
5,3) $200 - $350,346.76,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,False,0.0073369348876043735
4,2) $100 - $200,165.83,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.006772234191787519
12,2) $100 - $200,109.17,0,1,0,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.005499920599494752
8,1) $0 - $100,43.4,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.006751530237612282
10,1) $0 - $100,31.9,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.002495443766963573
3,2) $100 - $200,196.59,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0014762440720825676
2,5) $500 - $750,545.81,1,1,1,No E-Mail,1,0,0.0,0,False,False,False,True,0.01020725999202873
1,4) $350 - $500,408.19,1,0,0,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.0016016814980551243
3,1) $0 - $100,66.29,1,0,1,Womens E-Mail,0,0,0.0,1,True,False,True,False,0.002543198810080295
1,2) $100 - $200,104.41,1,0,1,Mens E-Mail,1,0,0.0,1,False,True,True,False,0.002822511861479682
6,"7) $1,000 +",1149.12,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.013111603910443559
7,3) $200 - $350,346.65,1,0,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.005937980480345651
1,4) $350 - $500,372.21,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,True,0.010331740243056005
7,2) $100 - $200,106.29,0,1,0,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.0053940229934813805
4,2) $100 - $200,120.72,0,1,0,No E-Mail,0,0,0.0,0,False,False,True,False,0.0022404032918934293
3,4) $350 - $500,458.41,0,1,0,No E-Mail,0,0,0.0,0,True,False,False,True,0.0057690834274325515
1,5) $500 - $750,724.79,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.008197162210288784
2,4) $350 - $500,356.79,1,0,0,No E-Mail,0,0,0.0,0,True,False,False,False,0.00512573067289321
3,2) $100 - $200,173.22,0,1,1,No E-Mail,0,0,0.0,0,False,False,False,True,0.005971942192983294
8,1) $0 - $100,29.99,0,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.007049711915091306
10,1) $0 - $100,29.99,1,0,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.003445371830183827
5,4) $350 - $500,479.02,0,1,0,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.007735976392498681
2,5) $500 - $750,576.85,1,0,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.004335079948494008
8,2) $100 - $200,172.72,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.0037016626268046348
5,1) $0 - $100,72.1,1,0,1,No E-Mail,0,0,0.0,0,True,False,True,False,0.002735067888984972
7,2) $100 - $200,164.49,0,1,0,Womens E-Mail,0,0,0.0,1,False,False,False,True,0.0044955586843484045
7,1) $0 - $100,69.82,0,1,0,No E-Mail,0,0,0.0,0,True,False,True,False,0.003083761050220906
5,1) $0 - $100,82.25,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.005147152201025946
1,5) $500 - $750,644.41,1,0,1,Womens E-Mail,0,0,0.0,1,False,True,True,False,0.004451745285363896
4,1) $0 - $100,43.03,0,1,0,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.004941651713817395
1,1) $0 - $100,36.53,1,0,0,Mens E-Mail,0,0,0.0,1,False,True,True,False,0.0008189874827442983
4,4) $350 - $500,396.8,0,1,0,No E-Mail,0,0,0.0,0,False,True,False,True,0.006009010803386873
8,3) $200 - $350,249.43,1,0,0,No E-Mail,0,0,0.0,0,False,True,False,False,0.005663475107915479
9,1) $0 - $100,29.99,0,1,0,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.002402511240949689
10,1) $0 - $100,36.32,0,1,1,Mens E-Mail,0,0,0.0,1,False,False,True,False,0.00430750304740323
7,4) $350 - $500,389.34,0,1,0,Womens E-Mail,1,0,0.0,1,False,False,False,False,0.006904324201411485
