rank,recency,history_segment,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,ite,allocated,discount_tier,tier_cost,ite_multiplier,expected_incremental_conversion
340,9,5) $500 - $750,678.45,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014022067352870805,1,low,5.0,1.0,0.014022067352870805
341,2,"6) $750 - $1,000",880.61,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.014021815003828732,1,low,5.0,1.0,0.014021815003828732
342,2,"6) $750 - $1,000",880.5,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014021483122946089,1,low,5.0,1.0,0.014021483122946089
343,4,"6) $750 - $1,000",822.63,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014021223341789752,1,low,5.0,1.0,0.014021223341789752
344,2,"6) $750 - $1,000",879.73,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014019159956767589,1,low,5.0,1.0,0.014019159956767589
345,2,"6) $750 - $1,000",879.19,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014017530723343701,1,low,5.0,1.0,0.014017530723343701
346,6,"7) $1,000 +",1119.53,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.014017280282095517,1,low,5.0,1.0,0.014017280282095517
347,11,5) $500 - $750,731.27,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014017129278449253,1,low,5.0,1.0,0.014017129278449253
348,2,"6) $750 - $1,000",878.82,1,1,1,No E-Mail,1,1,36.89,0,False,True,False,False,0.014016414396738449,1,low,5.0,1.0,0.014016414396738449
349,2,"7) $1,000 +",2181.34,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,True,False,0.014015646931983573,1,low,5.0,1.0,0.014015646931983573
350,1,"6) $750 - $1,000",907.35,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014015322362248703,1,low,5.0,1.0,0.014015322362248703
351,10,5) $500 - $750,647.26,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014015133904198455,1,low,5.0,1.0,0.014015133904198455
352,9,"6) $750 - $1,000",788.36,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014015035722437756,1,low,5.0,1.0,0.014015035722437756
353,5,"6) $750 - $1,000",903.6,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014014046735283869,1,low,5.0,1.0,0.014014046735283869
354,7,"7) $1,000 +",1306.86,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.014013331937377513,1,low,5.0,1.0,0.014013331937377513
355,2,"6) $750 - $1,000",989.93,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014013003285025142,1,low,5.0,1.0,0.014013003285025142
356,5,"6) $750 - $1,000",902.45,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014010577071510781,1,low,5.0,1.0,0.014010577071510781
357,2,"6) $750 - $1,000",988.76,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.014009473279273392,1,low,5.0,1.0,0.014009473279273392
358,12,5) $500 - $750,699.65,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014008898477235661,1,low,5.0,1.0,0.014008898477235661
359,10,5) $500 - $750,644.93,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014008104063684287,1,low,5.0,1.0,0.014008104063684287
360,3,"6) $750 - $1,000",958.98,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014006793940096738,1,low,5.0,1.0,0.014006793940096738
361,1,"7) $1,000 +",1016.49,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014005967565637153,1,low,5.0,1.0,0.014005967565637153
362,6,"6) $750 - $1,000",871.77,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014005182343294321,1,low,5.0,1.0,0.014005182343294321
363,6,"6) $750 - $1,000",759.06,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014003766096714637,1,low,5.0,1.0,0.014003766096714637
364,2,"6) $750 - $1,000",986.42,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014002413267769895,1,low,5.0,1.0,0.014002413267769895
365,6,"7) $1,000 +",1114.58,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.014002345642376578,1,low,5.0,1.0,0.014002345642376578
366,1,"7) $1,000 +",1015.08,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014001713456141455,1,low,5.0,1.0,0.014001713456141455
367,1,"7) $1,000 +",1013.36,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01399652404597649,1,low,5.0,1.0,0.01399652404597649
368,10,"6) $750 - $1,000",751.46,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013990874638857296,1,low,5.0,1.0,0.013990874638857296
369,1,"7) $1,000 +",1011.42,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.01399067087404624,1,low,5.0,1.0,0.01399067087404624
370,1,"6) $750 - $1,000",898.42,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01398837966877595,1,low,5.0,1.0,0.01398837966877595
371,6,"6) $750 - $1,000",865.36,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01398584273913303,1,low,5.0,1.0,0.01398584273913303
372,1,"7) $1,000 +",1009.75,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.01398563231882793,1,low,5.0,1.0,0.01398563231882793
373,3,"6) $750 - $1,000",839.48,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013984891591761178,1,low,5.0,1.0,0.013984891591761178
374,1,"7) $1,000 +",1252.94,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.013983942115504773,1,low,5.0,1.0,0.013983942115504773
375,3,"6) $750 - $1,000",839.09,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013983714923177262,1,low,5.0,1.0,0.013983714923177262
376,10,5) $500 - $750,748.97,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.01398336206251383,1,low,5.0,1.0,0.01398336206251383
377,1,"7) $1,000 +",1955.88,0,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013980494331985591,1,low,5.0,1.0,0.013980494331985591
378,6,"6) $750 - $1,000",750.76,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013978724175569751,1,low,5.0,1.0,0.013978724175569751
379,8,"6) $750 - $1,000",803.59,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.01397381627213753,1,low,5.0,1.0,0.01397381627213753
380,10,5) $500 - $750,744.08,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013968608448730878,1,low,5.0,1.0,0.013968608448730878
381,8,5) $500 - $750,689.42,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013967995061115492,1,low,5.0,1.0,0.013967995061115492
382,9,5) $500 - $750,659.84,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013965919141725461,1,low,5.0,1.0,0.013965919141725461
383,6,"7) $1,000 +",1319.23,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.013963483584128567,1,low,5.0,1.0,0.013963483584128567
384,10,5) $500 - $750,628.47,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013958442615245151,1,low,5.0,1.0,0.013958442615245151
385,1,"6) $750 - $1,000",887.52,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013955493290404956,1,low,5.0,1.0,0.013955493290404956
386,9,"6) $750 - $1,000",768.06,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013953788614095441,1,low,5.0,1.0,0.013953788614095441
387,5,"6) $750 - $1,000",883.02,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013951954839240282,1,low,5.0,1.0,0.013951954839240282
388,5,"6) $750 - $1,000",882.81,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013951321248464326,1,low,5.0,1.0,0.013951321248464326
389,6,"6) $750 - $1,000",853.43,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01394984874886092,1,low,5.0,1.0,0.01394984874886092
390,1,"6) $750 - $1,000",997.61,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013949004737779868,1,low,5.0,1.0,0.013949004737779868
391,1,"7) $1,000 +",1570.47,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.013947009210655073,1,low,5.0,1.0,0.013947009210655073
392,10,5) $500 - $750,624.61,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013946796613363312,1,low,5.0,1.0,0.013946796613363312
393,1,"6) $750 - $1,000",995.55,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013942789513977642,1,low,5.0,1.0,0.013942789513977642
394,1,"7) $1,000 +",1455.55,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.013938925175433197,1,low,5.0,1.0,0.013938925175433197
395,10,5) $500 - $750,621.38,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013937051383809337,1,low,5.0,1.0,0.013937051383809337
396,1,"6) $750 - $1,000",993.0,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013935095911698189,1,low,5.0,1.0,0.013935095911698189
397,1,"6) $750 - $1,000",879.26,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013930572053217394,1,low,5.0,1.0,0.013930572053217394
398,6,5) $500 - $750,734.42,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013929424779002587,1,low,5.0,1.0,0.013929424779002587
399,1,"6) $750 - $1,000",878.85,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013929335042654815,1,low,5.0,1.0,0.013929335042654815
400,7,"6) $750 - $1,000",816.7,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013926200572099092,1,low,5.0,1.0,0.013926200572099092
401,4,"6) $750 - $1,000",790.95,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013925641647588544,1,low,5.0,1.0,0.013925641647588544
402,3,"6) $750 - $1,000",931.72,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013924547823179917,1,low,5.0,1.0,0.013924547823179917
403,1,"7) $1,000 +",1937.04,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013923652188085629,1,low,5.0,1.0,0.013923652188085629
404,2,"6) $750 - $1,000",960.12,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013923063565828868,1,low,5.0,1.0,0.013923063565828868
405,5,"6) $750 - $1,000",872.22,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013919370170762597,1,low,5.0,1.0,0.013919370170762597
406,2,"7) $1,000 +",1532.29,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,True,0.013918986240440221,1,low,5.0,1.0,0.013918986240440221
407,1,"6) $750 - $1,000",875.31,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013918654512431572,1,low,5.0,1.0,0.013918654512431572
408,4,"6) $750 - $1,000",787.83,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013916228298917213,1,low,5.0,1.0,0.013916228298917213
409,1,"7) $1,000 +",1447.55,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.013914788383968247,1,low,5.0,1.0,0.013914788383968247
410,2,"7) $1,000 +",1201.09,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.013914675402874185,1,low,5.0,1.0,0.013914675402874185
411,1,"6) $750 - $1,000",985.7,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01391307108948642,1,low,5.0,1.0,0.01391307108948642
412,10,5) $500 - $750,613.12,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013912130146621775,1,low,5.0,1.0,0.013912130146621775
413,4,"7) $1,000 +",1142.41,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.013911971771582023,1,low,5.0,1.0,0.013911971771582023
414,5,"6) $750 - $1,000",869.51,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013911193832653846,1,low,5.0,1.0,0.013911193832653846
415,3,"6) $750 - $1,000",813.12,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013905360863884164,1,low,5.0,1.0,0.013905360863884164
416,2,"6) $750 - $1,000",841.45,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013903665409607795,1,low,5.0,1.0,0.013903665409607795
417,1,"6) $750 - $1,000",869.54,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013901245851587477,1,low,5.0,1.0,0.013901245851587477
418,1,"6) $750 - $1,000",869.52,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013901185509608813,1,low,5.0,1.0,0.013901185509608813
419,2,"6) $750 - $1,000",952.79,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.013900948230649105,1,low,5.0,1.0,0.013900948230649105
420,7,5) $500 - $750,693.53,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013893225470678984,1,low,5.0,1.0,0.013893225470678984
421,10,5) $500 - $750,604.72,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013886786515583577,1,low,5.0,1.0,0.013886786515583577
422,9,5) $500 - $750,633.16,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013885422942189848,1,low,5.0,1.0,0.013885422942189848
423,5,5) $500 - $750,746.93,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013879998819604278,1,low,5.0,1.0,0.013879998819604278
424,3,"6) $750 - $1,000",804.23,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013878538854368738,1,low,5.0,1.0,0.013878538854368738
425,2,"7) $1,000 +",2023.03,1,1,1,No E-Mail,0,0,0.0,0,False,True,True,False,0.013876650974053668,1,low,5.0,1.0,0.013876650974053668
426,2,"6) $750 - $1,000",831.67,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013874158182041893,1,low,5.0,1.0,0.013874158182041893
427,1,"6) $750 - $1,000",860.11,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013872794608648167,1,low,5.0,1.0,0.013872794608648167
428,1,"7) $1,000 +",1544.76,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,True,0.013869439597084587,1,low,5.0,1.0,0.013869439597084587
429,8,"6) $750 - $1,000",767.74,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013865653275385217,1,low,5.0,1.0,0.013865653275385217
430,1,"6) $750 - $1,000",969.96,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013865581952279129,1,low,5.0,1.0,0.013865581952279129
431,12,5) $500 - $750,539.84,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013865376870906075,1,low,5.0,1.0,0.013865376870906075
432,11,5) $500 - $750,568.56,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013864858085213622,1,low,5.0,1.0,0.013864858085213622
433,3,"6) $750 - $1,000",799.28,1,1,1,Mens E-Mail,1,1,110.71,1,False,True,False,False,0.0138636042146498,1,low,5.0,1.0,0.0138636042146498
434,3,"6) $750 - $1,000",797.52,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013858294120527508,1,low,5.0,1.0,0.013858294120527508
435,1,"7) $1,000 +",1428.71,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.013857946240068288,1,low,5.0,1.0,0.013857946240068288
436,5,"6) $750 - $1,000",851.75,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013857610155601654,1,low,5.0,1.0,0.013857610155601654
437,10,5) $500 - $750,706.97,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013856643907322835,1,low,5.0,1.0,0.013856643907322835
438,2,"7) $1,000 +",1885.03,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013853902739625744,1,low,5.0,1.0,0.013853902739625744
439,2,"6) $750 - $1,000",824.7,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013853129002478055,1,low,5.0,1.0,0.013853129002478055
440,4,"6) $750 - $1,000",766.47,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013851783065705794,1,low,5.0,1.0,0.013851783065705794
441,2,"6) $750 - $1,000",823.96,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013850896349267547,1,low,5.0,1.0,0.013850896349267547
442,6,"6) $750 - $1,000",819.58,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013847719949974845,1,low,5.0,1.0,0.013847719949974845
443,7,"7) $1,000 +",1251.92,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.013847572521991959,1,low,5.0,1.0,0.013847572521991959
444,2,"6) $750 - $1,000",822.76,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013847275830547803,1,low,5.0,1.0,0.013847275830547803
445,4,"6) $750 - $1,000",763.59,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013843093820778411,1,low,5.0,1.0,0.013843093820778411
446,3,"6) $750 - $1,000",791.04,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013838743319440898,1,low,5.0,1.0,0.013838743319440898
447,1,"6) $750 - $1,000",847.95,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013836106685621439,1,low,5.0,1.0,0.013836106685621439
448,1,"6) $750 - $1,000",958.86,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.01383209215412151,1,low,5.0,1.0,0.01383209215412151
449,3,"6) $750 - $1,000",788.43,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013830868691225458,1,low,5.0,1.0,0.013830868691225458
450,7,"6) $750 - $1,000",785.02,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013830618877897884,1,low,5.0,1.0,0.013830618877897884
451,3,"6) $750 - $1,000",787.51,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013828092960206987,1,low,5.0,1.0,0.013828092960206987
452,2,"6) $750 - $1,000",928.24,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013826878451841036,1,low,5.0,1.0,0.013826878451841036
453,9,5) $500 - $750,613.48,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01382604643518607,1,low,5.0,1.0,0.01382604643518607
454,12,5) $500 - $750,525.95,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013823469366725055,1,low,5.0,1.0,0.013823469366725055
455,2,"6) $750 - $1,000",926.16,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013820602886060148,1,low,5.0,1.0,0.013820602886060148
456,3,"6) $750 - $1,000",783.84,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013817020207122443,1,low,5.0,1.0,0.013817020207122443
457,10,5) $500 - $750,692.16,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013811960672123345,1,low,5.0,1.0,0.013811960672123345
458,2,"6) $750 - $1,000",807.73,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013801928833583024,1,low,5.0,1.0,0.013801928833583024
459,10,5) $500 - $750,576.44,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013801462957754973,1,low,5.0,1.0,0.013801462957754973
460,6,"6) $750 - $1,000",802.74,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013796912003941123,1,low,5.0,1.0,0.013796912003941123
461,8,5) $500 - $750,632.58,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013796503157757014,1,low,5.0,1.0,0.013796503157757014
462,9,5) $500 - $750,603.22,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013795091000132268,1,low,5.0,1.0,0.013795091000132268
463,10,5) $500 - $750,686.45,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013794733037215236,1,low,5.0,1.0,0.013794733037215236
464,4,"6) $750 - $1,000",859.8,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013794727934961632,1,low,5.0,1.0,0.013794727934961632
465,2,"6) $750 - $1,000",805.31,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013794627454164876,1,low,5.0,1.0,0.013794627454164876
466,4,5) $500 - $750,746.79,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013792406558702015,1,low,5.0,1.0,0.013792406558702015
467,1,"6) $750 - $1,000",833.45,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013792358751091215,1,low,5.0,1.0,0.013792358751091215
468,1,"6) $750 - $1,000",945.29,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013791150121599085,1,low,5.0,1.0,0.013791150121599085
469,6,"6) $750 - $1,000",800.53,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.01379024421529893,1,low,5.0,1.0,0.01379024421529893
470,1,"6) $750 - $1,000",832.28,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013788828745339467,1,low,5.0,1.0,0.013788828745339467
471,5,"6) $750 - $1,000",828.14,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.013786376449790716,1,low,5.0,1.0,0.013786376449790716
472,3,"6) $750 - $1,000",771.98,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013781237413775651,1,low,5.0,1.0,0.013781237413775651
473,9,5) $500 - $750,710.73,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013780818332259736,1,low,5.0,1.0,0.013780818332259736
474,2,"6) $750 - $1,000",799.02,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.013775649901875558,1,low,5.0,1.0,0.013775649901875558
475,3,"6) $750 - $1,000",881.84,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013774054928395946,1,low,5.0,1.0,0.013774054928395946
476,4,5) $500 - $750,740.62,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01377379105828467,1,low,5.0,1.0,0.01377379105828467
477,4,5) $500 - $750,739.8,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013771317037159513,1,low,5.0,1.0,0.013771317037159513
478,8,5) $500 - $750,736.46,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013771278420757257,1,low,5.0,1.0,0.013771278420757257
479,5,"6) $750 - $1,000",823.11,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013771200442157128,1,low,5.0,1.0,0.013771200442157128
480,2,"7) $1,000 +",1969.83,0,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.013771111754982078,1,low,5.0,1.0,0.013771111754982078
481,6,"6) $750 - $1,000",793.46,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.01376891332584178,1,low,5.0,1.0,0.01376891332584178
482,2,"6) $750 - $1,000",796.54,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013768167496521426,1,low,5.0,1.0,0.013768167496521426
483,7,5) $500 - $750,652.07,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013768136548911875,1,low,5.0,1.0,0.013768136548911875
484,6,"7) $1,000 +",1366.29,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.013766827285748993,1,low,5.0,1.0,0.013766827285748993
485,1,"6) $750 - $1,000",824.31,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013764782466842509,1,low,5.0,1.0,0.013764782466842509
486,6,5) $500 - $750,679.73,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013764419638350314,1,low,5.0,1.0,0.013764419638350314
487,10,5) $500 - $750,675.87,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013762812130502837,1,low,5.0,1.0,0.013762812130502837
488,6,"6) $750 - $1,000",791.34,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.013762517076103568,1,low,5.0,1.0,0.013762517076103568
489,4,5) $500 - $750,736.53,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013761451123648214,1,low,5.0,1.0,0.013761451123648214
490,1,"6) $750 - $1,000",823.06,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01376101109317611,1,low,5.0,1.0,0.01376101109317611
491,1,"6) $750 - $1,000",934.41,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.013758324085206752,1,low,5.0,1.0,0.013758324085206752
492,11,5) $500 - $750,533.2,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.013758173466938538,1,low,5.0,1.0,0.013758173466938538
493,7,5) $500 - $750,648.11,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.013756188837136724,1,low,5.0,1.0,0.013756188837136724
494,12,5) $500 - $750,503.29,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01375510190490058,1,low,5.0,1.0,0.01375510190490058
495,4,5) $500 - $750,733.73,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013753003246635483,1,low,5.0,1.0,0.013753003246635483
496,11,5) $500 - $750,531.35,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013752591833912267,1,low,5.0,1.0,0.013752591833912267
497,7,5) $500 - $750,646.91,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01375256831841698,1,low,5.0,1.0,0.01375256831841698
498,3,"6) $750 - $1,000",759.01,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.013742105640613098,1,low,5.0,1.0,0.013742105640613098
499,1,"7) $1,000 +",1501.93,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.013740217249779104,1,low,5.0,1.0,0.013740217249779104
500,12,5) $500 - $750,610.45,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.013739773252401454,1,low,5.0,1.0,0.013739773252401454
501,7,5) $500 - $750,642.45,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01373911205717527,1,low,5.0,1.0,0.01373911205717527
502,1,"6) $750 - $1,000",815.13,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013737085498636479,1,low,5.0,1.0,0.013737085498636479
503,1,"7) $1,000 +",1499.11,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.013731709030787709,1,low,5.0,1.0,0.013731709030787709
504,8,5) $500 - $750,610.16,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.013728859799676488,1,low,5.0,1.0,0.013728859799676488
505,4,"6) $750 - $1,000",837.47,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.013727356115785088,1,low,5.0,1.0,0.013727356115785088
506,1,"6) $750 - $1,000",811.53,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013726223942477248,1,low,5.0,1.0,0.013726223942477248
507,8,5) $500 - $750,721.06,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.013724815097187225,1,low,5.0,1.0,0.013724815097187225
508,5,5) $500 - $750,694.14,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013720726166924931,1,low,5.0,1.0,0.013720726166924931
509,2,"6) $750 - $1,000",780.35,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01371932066479423,1,low,5.0,1.0,0.01371932066479423
510,4,5) $500 - $750,722.17,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.013718125582968626,1,low,5.0,1.0,0.013718125582968626
